,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
2000,20180625 2316,2720.5,Twitter for iPhone,RT @WhiteHouse: Today @realDonaldTrump and @FLOTUS welcomed @KingAbdullahII and @QueenRania of the Hashemite Kingdom of Jordan to the Whit…,2018-06-25 23:11:24,9468,0,0
2001,20180625 2335,2723.75,Twitter for iPhone,The hearing of Peter Strzok and the other hating frauds at the FBI &amp; DOJ should be shown to the public on live television not a closed door hearing that nobody will see. We should expose these people for what they are - there should be total transparency!,2018-06-25 23:30:34,37554,131502,1
2002,20180625 2349,2725.0,Twitter for iPhone,Just landed in South Carolina - will be at the McMaster rally shortly! #MAGA,2018-06-25 23:44:36,7622,51750,0
2003,20180626 0140,2725.5,Twitter for iPhone,Thank you South Carolina. Now let’s get out tomorrow and VOTE for @HenryMcMaster! https://t.co/5xlz0wfMfu,2018-06-26 01:35:03,12949,55392,0
2004,20180626 1121,2725.5,Twitter for iPhone,Early this year Harley-Davidson said they would move much of their plant operations in Kansas City to Thailand. That was long before Tariffs were announced. Hence they were just using Tariffs/Trade War as an excuse. Shows how unbalanced &amp; unfair trade is but we will fix it.....,2018-06-26 11:16:36,14304,64499,-1
2005,20180626 1130,2722.5,Twitter for iPhone,....We are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers workers and companies. We are opening up closed markets and expanding our footprint. They must play fair or they will pay tariffs!,2018-06-26 11:25:01,13946,64592,-1
2006,20180626 1142,2725.0,Twitter for iPhone,....When I had Harley-Davidson officials over to the White House I chided them about tariffs in other countries like India being too high. Companies are now coming back to America. Harley must know that they won’t be able to sell back into U.S. without paying a big tax!,2018-06-26 11:37:51,11959,56864,1
2007,20180626 1154,2724.25,Twitter for iPhone,....We are finishing our study of Tariffs on cars from the E.U. in that they have long taken advantage of the U.S. in the form of Trade Barriers and Tariffs. In the end it will all even out - and it won’t take very long!,2018-06-26 11:49:57,12041,57496,-1
2008,20180626 1202,2727.75,Twitter for iPhone,It was great being with Governor Henry McMaster last night in South Carolina. Henry is tough on Crime and Borders loves our Military and our Vets and has created many jobs and a great economy. GO OUT AND VOTE FOR HENRY TODAY HE WILL NEVER LET YOU DOWN!,2018-06-26 11:57:00,15055,71442,1
2009,20180626 1222,2729.5,Twitter for iPhone,A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move watch it will be the beginning of the end - they surrendered they quit! The Aura will be gone and they will be taxed like never before!,2018-06-26 12:17:49,19167,87652,-1
2010,20180626 1241,2728.75,Twitter for iPhone,The face of the Democrats is now Maxine Waters who together with Nancy Pelosi have established a fine leadership team. They should always stay together and lead the Democrats who want Open Borders and Unlimited Crime well into the future....and pick Crooked Hillary for Pres.,2018-06-26 12:36:18,24015,96900,1
2011,20180626 1335,2733.25,Twitter for iPhone,“The most profound question of our era: Was there a conspiracy in the Obama Department of Justice and the FBI to prevent Donald Trump from becoming President of the U.S. and was Strzok at the core of the conspiracy?”  Judge Andrew Napolitano,2018-06-26 13:30:44,27933,105727,1
2012,20180626 1445,2734.0,Twitter for iPhone,SUPREME COURT UPHOLDS TRUMP TRAVEL BAN. Wow!,2018-06-26 14:40:42,35672,167232,1
2013,20180626 1942,2727.75,Twitter for iPhone,RT @WhiteHouse: President Trump presents the Medal of Honor. https://t.co/1MEHIzxkFg,2018-06-26 19:37:18,2100,0,0
2014,20180626 2017,2729.75,Twitter for iPhone,Today we tell the story of an incredible HERO who defended our nation in World War Two – First Lieutenant Garlin Murl Conner. Although he died 20 years ago today he takes his rightful place in the Eternal Chronicle of American Valor...https://t.co/mzJ8pPPgZE,2018-06-26 20:12:05,14919,70942,1
2015,20180627 0157,2725.0,Twitter for iPhone,Congratulations to Governor Henry McMaster on your BIG election win! South Carolina loves you. We are all proud of you and Peggy! @henrymcmaster,2018-06-27 01:52:50,12853,65443,1
2016,20180627 0210,2723.38,Twitter for iPhone,Tremendous win for Congressman Dan Donovan. You showed great courage in a tough race! New York and my many friends on Staten Island have elected someone they have always been very proud of. Congratulations!,2018-06-27 02:05:19,14055,73868,1
2017,20180627 0223,2722.75,Twitter for iPhone,Wow! Big Trump Hater Congressman Joe Crowley who many expected was going to take Nancy Pelosi’s place just LOST his primary election. In other words he’s out! That is a big one that nobody saw happening. Perhaps he should have been nicer and more respectful to his President!,2018-06-27 02:18:31,23672,119570,1
2018,20180627 0252,2719.5,Twitter for iPhone,The Democrats are in Turmoil! Open Borders and unchecked Crime a certain way to lose elections. Republicans are for Strong Borders NO Crime! A BIG NIGHT!,2018-06-27 02:47:23,17929,81527,1
2019,20180627 0255,2719.0,Twitter for iPhone,RT @The_Trump_Train: @realDonaldTrump  https://t.co/9ubTCAyZkq,2018-06-27 02:50:11,10867,0,0
2020,20180627 0259,2720.25,Twitter for iPhone,A great First Lady! https://t.co/Pt35aluI4C,2018-06-27 02:54:46,15173,88784,1
2021,20180627 0304,2719.25,Twitter for iPhone,The legendary Gary Player at Turnberry in Scotland! https://t.co/3oGoqWhhtA,2018-06-27 02:59:30,4882,33173,1
2022,20180627 0357,2709.0,Twitter for iPhone,Big and conclusive win by Mitt Romney. Congratulations! I look forward to working together - there is so much good to do. A great and loving family will be coming to D.C.,2018-06-27 03:52:16,9319,62080,1
2023,20180627 1123,2737.5,Twitter for iPhone,Congratulations to Maxine Waters whose crazy rants have made her together with Nancy Pelosi the unhinged FACE of the Democrat Party. Together they will Make America Weak Again! But have no fear America is now stronger than ever before and I’m not going anywhere!,2018-06-27 11:18:02,36724,156734,-1
2024,20180627 1244,2730.0,Twitter for iPhone,HOUSE REPUBLICANS SHOULD PASS THE STRONG BUT FAIR IMMIGRATION BILL KNOWN AS GOODLATTE II IN THEIR AFTERNOON VOTE TODAY EVEN THOUGH THE DEMS WON’T LET IT PASS IN THE SENATE. PASSAGE WILL SHOW THAT WE WANT STRONG BORDERS &amp; SECURITY WHILE THE DEMS WANT OPEN BORDERS = CRIME.  WIN!,2018-06-27 12:39:56,21991,98022,1
2025,20180627 1416,2714.0,Twitter for iPhone,Supreme Court rules in favor of non-union workers who are now as an example able to support a candidate of his or her choice without having those who control the Union deciding for them. Big loss for the coffers of the Democrats!,2018-06-27 14:11:05,23027,102751,1
2026,20180627 1531,2712.75,Twitter for iPhone,Harley-Davidson should stay 100% in America with the people that got you your success. I’ve done so much for you and then this. Other companies are coming back where they belong! We won’t forget and neither will your customers or your now very HAPPY competitors!,2018-06-27 15:26:24,17963,83318,1
2027,20180627 1918,2708.0,Twitter for iPhone,Statement on Justice Anthony Kennedy. #SCOTUS https://t.co/8aWJ6fWemA,2018-06-27 19:13:34,10718,46708,0
2028,20180627 2033,2708.0,Twitter for iPhone,Heading to North Dakota to fully stand with and endorse Kevin Cramer for Senate. He is an extraordinary Congressman who will hopefully soon represent this great state as your Senator. He is tough on crime strong on borders loves our Military and our Vets! #NDSen https://t.co/uP95m0sIRP,2018-06-27 20:28:58,12826,58092,1
2029,20180627 2123,2706.5,Twitter for iPhone,Today it was my great honor to welcome President Marcelo Rebelo de Sousa of Portugal to the @WhiteHouse!🇺🇸🇵🇹 https://t.co/yd37K4Ei8R,2018-06-27 21:18:03,10277,57834,1
2030,20180627 2319,2711.25,Twitter for iPhone,Just landed in North Dakota with @SenJohnHoeven and @RepKevinCramer. We will see everyone at Scheels Arena shortly! https://t.co/pakUigKB61,2018-06-27 23:14:58,7614,43979,0
2031,20180628 0308,2709.0,Twitter for iPhone,Thank you North Dakota. Together we are MAKING AMERICA SAFE AND GREAT AGAIN! #MAGA https://t.co/6Am9n6px8I,2018-06-28 03:03:04,15372,73545,1
2032,20180628 0329,2713.75,Twitter for iPhone,In recent days we have heard shameless attacks on our courageous law enforcement officers. Extremist Democrat politicians have called for the complete elimination of ICE. Leftwing Activists are trying to block ICE officers from doing their jobs and publicly posting their...,2018-06-28 03:24:54,20988,81772,1
2033,20180628 0329,2713.75,Twitter for iPhone,...home addresses – putting these selfless public servants in harm’s way. These radical protesters want ANARCHY – but the only response they will find from our government is LAW AND ORDER!,2018-06-28 03:24:54,18446,79650,0
2034,20180628 1107,2704.0,Twitter for iPhone,Lover FBI Agent Peter Strzok was given poor marks on yesterday’s closed door testimony and according to most reports refused to answer many questions. There was no Collusion and the Witch Hunt headed by 13 Angry Democrats and others who are totally conflicted is Rigged!,2018-06-28 11:02:01,18418,77564,0
2035,20180628 1130,2711.75,Twitter for iPhone,Russia continues to say they had nothing to do with Meddling in our Election! Where is the DNC Server and why didn’t Shady James Comey and the now disgraced FBI agents take and closely examine it? Why isn’t Hillary/Russia being looked at? So many questions so much corruption!,2018-06-28 11:25:15,22480,92201,1
2036,20180628 1137,2710.75,Twitter for iPhone,Amy Kremer Women for Trump was so great on @foxandfriends. Brave and very smart thank you Amy! @AmyKremer,2018-06-28 11:32:09,9205,50408,1
2037,20180628 1143,2710.5,Twitter for iPhone,Just watched @SharkGregNorman on @foxandfriends. Said “President is doing a great job. All over the world people want to come back to the U.S.” Thank you Greg and you’re looking and doing great!,2018-06-28 11:38:40,11637,61615,1
2038,20180628 1235,2703.0,Twitter for iPhone,Peter Strzok worked as the leader of the Rigged Witch Hunt for a long period of time - he got it started and was only fired because the gig was up. But remember he took his orders from Comey and McCabe and they took their orders from you know who. Mueller/Comey best friends!,2018-06-28 12:30:31,20769,80110,1
2039,20180628 1248,2702.5,Twitter for iPhone,When is Bob Mueller going to list his Conflicts of Interest? Why has it taken so long? Will they be listed at the top of his $22000000 Report...And what about the 13 Angry Democrats will they list their conflicts with Crooked H? How many people will be sent to jail and......,2018-06-28 12:43:25,20122,78853,1
